Document no,Date Ordered,Supplier,Product,UOM,Unit Price,Qty Ordered,Line Amt,Discount,Document Status
800013,2025-03-27 06:34:06,Verde W.l.l.,Mayonnaise_21012,Each,40,4,160,0,Completed
800016,2025-04-01 01:09:35,Al Majed Marketing & Distribution,Masoor Dal 15Kg_17007,Each,58,2,116,0,Completed
800016,2025-04-01 01:09:35,Al Majed Marketing & Distribution,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,140,2,280,0,Completed
800018,2025-04-01 01:35:06,Gulf Center,Frozen Whole Chicken 1100gms - Brazil_16000,Each,88,5,440,0,Completed
800019,2025-04-06 05:12:38,Watania W.L.L,Supply & Installation of Interfacing for Fire Alarm System and Supply of Gas Shut-Off Valve_103,Eachch,2860,1,2860,0,Completed
800020,2025-04-08 10:01:16,Verde W.l.l.,Fresh Eggs Grade A -_21010,Each,120,1,120,0,Completed
800021,2025-04-08 10:56:01,Al Majed Marketing & Distribution,Sunflower oil 4x5Lit_21000,Each,108,5,540,0,Completed
800021,2025-04-08 10:56:01,Al Majed Marketing & Distribution,Salt Bags 20 KGS_17009,Each,16,2,32,0,Completed
800022,2025-04-08 12:22:51,Delta group,Topside Frozen Brazil_15000,Each,24,20,480,0,Completed
800023,2025-04-10 03:54:20,Gulf Center,Frozen Whole Chicken 1100gms - Brazil_16000,Each,8.8,50,440,0,Completed
800024,2025-04-14 04:03:32,Al Majed Marketing & Distribution,Sona Masoori Rice 35 Kg_17004,Each,92,2,184,0,Completed
800024,2025-04-14 04:03:32,Al Majed Marketing & Distribution,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,140,1,140,0,Completed
800024,2025-04-14 04:03:32,Al Majed Marketing & Distribution,Masoor Dal 15Kg_17007,Each,58,3,174,0,Completed
800025,2025-04-14 04:19:13,Deep Seafood,Frozen Mackerel Whole 10kgs_18034,Each,65,2,130,0,Completed
800026,2025-04-14 04:23:25,Gulf Center,Frozen Whole Chicken 1100gms - Brazil_16000,Each,8.8,50,440,0,Completed
800027,2025-04-20 02:20:31,Verde W.l.l.,Topside Frozen Brazil_15000,Each,24,20,480,0,Completed
800027,2025-04-20 02:20:31,Verde W.l.l.,Chicken Breast Aurora 2kgx6_16012,Each,165,2,330,0,Completed
800030,2025-04-21 09:48:40,Gulf Center,Frozen Whole Chicken 1100gms - Brazil_16000,Each,8.8,100,880,0,Completed
800031,2025-04-21 11:24:09,Gulf Center,Frozen Whole Chicken 1100gms - Brazil_16000,Each,8.8,1,8.8,0,Completed
800032,2025-04-26 03:27:13,Verde W.l.l.,Sunflower oil 4x5Lit_21000,Each,115,6,690,0,Completed
800033,2025-04-26 03:31:29,Deep Seafood,Frozen Mackerel Whole 10kgs_18034,Each,65,2,130,0,Completed
800034,2025-04-27 11:34:47,Al Zaman International Catering & Trading,Topside Frozen Brazil_15000,Each,23,20,460,0,Completed
800034,2025-04-27 11:34:47,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,150,1,150,0,Completed
800034,2025-04-27 11:34:47,Al Zaman International Catering & Trading,Sun White Rice 20Kg_17003,Each,128,1,128,0,Completed
800034,2025-04-27 11:34:47,Al Zaman International Catering & Trading,White Vinegar 4x3.78ltr_21005,Each,18,4,72,0,Completed
800035,2025-04-28 01:14:32,Yacoob Trading & Contracting,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,36,470.16,0,Completed
800035,2025-04-28 01:14:32,Yacoob Trading & Contracting,"AOUN WHITE BURGHUL FINE 	4kg_17027",Each,23,5,115,0,Completed
800036,2025-04-29 10:36:59,Al Zaman International Catering & Trading,Beef Slice Alwahid 20x900g_15001,Each,309,1,309,0,Completed
800036,2025-04-29 10:36:59,Al Zaman International Catering & Trading,Frozen Spinach 10x1kg KLA India_18033,Each,37,2,74,0,Completed
800036,2025-04-29 10:36:59,Al Zaman International Catering & Trading,Frozen Whole Chicken 1100gms - Brazil_16000,Each,7.45,50,372.5,0,Completed
800037,2025-04-30 05:34:08,Al Zaman International Catering & Trading,Frozen Beef Tenderloin Brazil_15002,Each,41,15,615,0,Completed
800038,2025-04-30 05:49:15,Verde W.l.l.,Karan - Black Angus Beef Chilled Eyeround_15003,Each,28,20,560,0,Completed
800039,2025-05-03 01:12:34,Verde W.l.l.,Frozen Beef Tenderloin Brazil_15002,Each,32,30,960,0,Completed
800039,2025-05-03 01:12:34,Verde W.l.l.,Al Shaab Tahina 8 kg_21014,Each,122,1,122,0,Completed
800040,2025-05-04 02:10:30,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,150,2,300,0,Completed
800040,2025-05-04 02:10:30,Al Zaman International Catering & Trading,Frozen Whole Chicken 1100gms - Brazil_16000,Each,8.2,50,410,0,Completed
800041,2025-05-06 11:30:55,Al Zaman International Catering & Trading,Chicken Shawarma Diplomata 4x2.5Kg_16002,Each,105,1,105,0,Completed
800041,2025-05-06 11:30:55,Al Zaman International Catering & Trading,Topside Frozen Brazil_15000,Each,23,40,920,0,Completed
800042,2025-05-06 12:41:27,Tesla International Group Contracting & Trading w.l.l.,Maintenance works_180,Each,900,1,900,0,Completed
800043,2025-05-11 04:53:51,Al Zaman International Catering & Trading,Sunflower oil 4x5Lit_21000,Each,112,5,560,0,Completed
800043,2025-05-11 04:53:51,Al Zaman International Catering & Trading,Frozen French Fries 4 x 2.5Kg_18005,Each,50,1,50,0,Completed
800043,2025-05-11 04:53:51,Al Zaman International Catering & Trading,Frozen Spinach 10x1kg KLA India_18033,Each,37,2,74,0,Completed
800043,2025-05-11 04:53:51,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,150,2,300,0,Completed
800043,2025-05-11 04:53:51,Al Zaman International Catering & Trading,Palm Oil 18 Ltr_21001,Each,82,2,164,0,Completed
800045,2025-05-12 02:22:01,Al Zaman International Catering & Trading,Frozen Whole Chicken 1100gms - Brazil_16000,Each,8.2,50,410,0,Completed
800046,2025-05-12 04:25:39,Deep Seafood,Frozen Mackerel Whole 10kgs_18034,Each,65,2,130,0,Completed
800044,2025-05-12 11:21:01,Ideal Qatar,LEBANON 5283000909763 AOUN PARBOILED RICE 2KG_17002,Each,14.4,10,144,0,Completed
800044,2025-05-12 11:21:01,Ideal Qatar,AOUN SODIUM BICARBONATE_17010,Each,3.6,12,43.2,0,Completed
800047,2025-05-14 03:03:20,Al Zaman International Catering & Trading,Sun White Rice 20Kg_17003,Each,128,2,256,0,Completed
800048,2025-05-17 10:40:43,Flamex Trade,Maintenance works_180,Each,3000,1,3000,0,Completed
800050,2025-05-20 02:51:45,Al Zaman International Catering & Trading,Tomato Paste 800gms x 12_21020,Each,40,1,40,0,Completed
800050,2025-05-20 02:51:45,Al Zaman International Catering & Trading,Topside Frozen Brazil_15000,Each,23,35,805,0,Completed
800050,2025-05-20 02:51:45,Al Zaman International Catering & Trading,Frozen Whole Chicken 1100gms - Brazil_16000,Each,8.2,20,164,0,Completed
800050,2025-05-20 02:51:45,Al Zaman International Catering & Trading,Fresh Eggs Grade A -_21010,Each,92,1,92,0,Completed
800052,2025-05-22 01:10:55,Al Zaman International Catering & Trading,Frozen Whole Chicken 1100gms - Brazil_16000,Each,8.2,40,328,0,Completed
800051,2025-05-22 12:57:47,Al Majed Marketing & Distribution,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,140,1,140,0,Completed
800051,2025-05-22 12:57:47,Al Majed Marketing & Distribution,Sona Masoori Rice 35 Kg_17004,Each,92,2,184,0,Completed
800051,2025-05-22 12:57:47,Al Majed Marketing & Distribution,Masoor Dal 15Kg_17007,Each,58,2,116,0,Completed
800053,2025-05-27 12:10:12,Deep Seafood,Frozen Mackerel Whole 10kgs_18034,Each,65,2,130,0,Completed
800054,2025-05-28 04:57:02,Al Zaman International Catering & Trading,Sun White Rice 20Kg_17003,Each,128,1,128,0,Completed
800054,2025-05-28 04:57:02,Al Zaman International Catering & Trading,Beef Slice Alwahid 20x900g_15001,Each,300,1,300,0,Completed
800054,2025-05-28 04:57:02,Al Zaman International Catering & Trading,Fresh Eggs Grade A -_21010,Each,92,1,92,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,Happy Gardens Chickpeas 9mm-20 kg_21025,Each,180.5,1,180.5,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,AOUN BROWN BURGHUL FINE 4KG_17026,Each,19.71,6,118.26,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,36,470.16,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,LEBANON 5283000909763 AOUN PARBOILED RICE 2KG_17002,Each,14.4,10,144,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,BM Tomato Paste 650 GR - Lebanon_21019,Each,8.5,24,204,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,MBM Apple Vinegar 500ML_21004,Each,6.25,12,75,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,Aoun All Spices Powder 500GR_17025,Each,35.63,2,71.26,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,Aoun Sumac Powder 500 GR_17024,Each,25.89,6,155.34,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,Aoun 7 Spices 500 GR_17023,Each,27.08,2,54.16,0,Completed
800055,2025-05-29 01:11:36,Ideal Qatar,SHP- Gourmet Foods White Onion Powder_17029,Each,14.45,5,72.25,0,Completed
800056,2025-05-29 02:23:07,Al Majed Marketing & Distribution,Sona Masoori Rice 35 Kg_17004,Each,92,2,184,0,Completed
800056,2025-05-29 02:23:07,Al Majed Marketing & Distribution,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,140,2,280,0,Completed
800057,2025-05-29 02:31:23,Al Zaman International Catering & Trading,Frozen Whole Chicken 1100gms - Brazil_16000,Each,9.62,50,481,0,Completed
800058,2025-06-01 03:02:10,Fresh Meat Factory,Topside Chilled South Africa_15009,KG,24,20,480,0,Completed
800059,2025-06-02 02:06:33,Al Zaman International Catering & Trading,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,10,290,0,Completed
800059,2025-06-02 02:06:33,Al Zaman International Catering & Trading,Frozen Mix Vegetable_18004,Each,42,1,42,0,Completed
800059,2025-06-02 02:06:33,Al Zaman International Catering & Trading,Frozen French Fries 4 x 2.5Kg_18005,Each,55,1,55,0,Completed
800059,2025-06-02 02:06:33,Al Zaman International Catering & Trading,Sunflower oil 4x5Lit_21000,Each,113,10,1130,0,Completed
800060,2025-06-10 04:19:02,Fresh Meat Factory,Topside Chilled South Africa_15009,KG,24,20,480,0,Completed
800061,2025-06-10 04:47:36,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,165,2,330,0,Completed
800061,2025-06-10 04:47:36,Al Zaman International Catering & Trading,Tomato Paste 800gms x 12_21020,Each,40,1,40,0,Completed
800061,2025-06-10 04:47:36,Al Zaman International Catering & Trading,Sun White Rice 20Kg_17003,Each,128,2,256,0,Completed
800061,2025-06-10 04:47:36,Al Zaman International Catering & Trading,Chicken Shawarma Diplomata 4x2.5Kg_16002,Each,105,1,105,0,Completed
800062,2025-06-13 02:14:18,Awafia Trading W.L.L,Karak Tea_22003,KG,35,2,70,0,Completed
800062,2025-06-13 02:14:18,Awafia Trading W.L.L,Coffee Beans_22000,KG,90,5,450,0,Completed
800062,2025-06-13 02:14:18,Awafia Trading W.L.L,Hot Chocolate_22001,KG,50,2,100,0,Completed
800062,2025-06-13 02:14:18,Awafia Trading W.L.L,Cappuccino Topping_22002,KG,70,2,140,0,Completed
800063,2025-06-16 15:53:19,Al Zaman International Catering & Trading,Frozen Whole Chicken 1100gms - Brazil_16000,Each,9.35,70,654.5,0,Completed
800063,2025-06-16 15:53:19,Al Zaman International Catering & Trading,Palm Oil 18 Ltr_21001,Each,77,2,154,0,Completed
800063,2025-06-16 15:53:19,Al Zaman International Catering & Trading,Green Peas 2.5 Kg_18015,Each,12,1,12,0,Completed
800063,2025-06-16 15:53:19,Al Zaman International Catering & Trading,Green Beans 2.5 Kgs_18035,Each,10,1,10,0,Completed
800064,2025-06-16 15:56:43,Fresh Meat Factory,Topside Chilled South Africa_15009,KG,24,40,960,0,Completed
800065,2025-06-18 11:38:23,Al Majed Marketing & Distribution,Masoor Dal 15Kg_17007,Each,58,2,116,0,Completed
800065,2025-06-18 11:38:23,Al Majed Marketing & Distribution,Sona Masoori Rice 35 Kg_17004,Each,92,2,184,0,Completed
800065,2025-06-18 11:38:23,Al Majed Marketing & Distribution,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,140,2,280,0,Completed
800066,2025-06-18 12:46:35,Deep Seafood,Frozen Mackerel Whole 10kgs_18034,Each,65,2,130,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Frozen Spinach 10x1kg KLA India_18033,Each,37,2,74,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Frozen French Fries 4 x 2.5Kg_18005,Each,55,3,165,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,162,3,486,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Frozen Whole Chicken 1100gms - Brazil_16000,Each,9.35,30,280.5,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,10,290,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Salt Bags 20 KGS_17009,Each,14,1,14,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Tomato Paste 800gms x 12_21020,Each,40,2,80,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Tomato Peeled 6 x 2.5Kgs_21018,Each,96,1,96,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Mix Sea Food 20x400 gm_18030,Each,170,1,170,0,Completed
800067,2025-06-18 16:24:17,Al Zaman International Catering & Trading,Fresh Eggs Grade A -_21010,Each,152,2,304,0,Completed
800068,2025-06-28 12:23:09,Ideal Qatar,Happy Gardens Chickpeas 9mm-20 kg_21025,Each,180.5,2,361,0,Completed
800068,2025-06-28 12:23:09,Ideal Qatar,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,96,1253.76,0,Completed
800069,2025-06-29 15:41:57,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,1,140,0,Completed
800069,2025-06-29 15:41:57,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,1,180,0,Completed
800069,2025-06-29 15:41:57,Tredos Trading,Mustard Sauce_21026,Each,120,1,120,0,Completed
800069,2025-06-29 15:41:57,Tredos Trading,White Cheddar Slice 1x2.27KG_13006,Each,122.5,1,122.5,0,Completed
800069,2025-06-29 15:41:57,Tredos Trading,Yellow Cheddar Slice 1x2.27KG_13000,Each,122.5,1,122.5,0,Completed
800069,2025-06-29 15:41:57,Tredos Trading,Whole Peeled Tomatoes 6x2.5KG_21015,Each,90,1,90,0,Completed
800069,2025-06-29 15:41:57,Tredos Trading,Tredos Kashkaval 1x2.8KG_10003,Each,66.66,1,66.66,0,Completed
800069,2025-06-29 15:41:57,Tredos Trading,Frozen Shredded Mozzarella_18019,Each,25,6,150,0,Completed
800070,2025-07-02 17:04:50,Tredos Trading,Cowland Unsalted Butter Spread 82%_10009,Eachch,360,1,360,0,Completed
800071,2025-07-06 16:25:38,Tredos Trading,Frozen Shredded Mozzarella_18019,Each,300,1,300,0,Completed
800071,2025-07-06 16:25:38,Tredos Trading,Hash Brown Triangular 4x2.5Kgs_18022,Each,90,1,90,0,Completed
800071,2025-07-06 16:25:38,Tredos Trading,"French Fries 9x9mm, Skin off 4x2.5Kgs_18021",Each,68,2,136,0,Completed
800072,2025-07-06 17:28:05,Ideal Qatar,LEBANON 5283000909763 AOUN PARBOILED RICE 2KG_17002,Each,14.4,15,216,0,Completed
800072,2025-07-06 17:28:05,Ideal Qatar,BM Tomato Paste 650 GR - Lebanon_21019,Each,8.5,60,510,0,Completed
800073,2025-07-07 14:16:08,Al Zaman International Catering & Trading,Palm Oil 18 Ltr_21001,Each,79,3,237,0,Completed
800073,2025-07-07 14:16:08,Al Zaman International Catering & Trading,Frozen Strawberry 10x1kg_18002,Each,75,3,225,0,Completed
800073,2025-07-07 14:16:08,Al Zaman International Catering & Trading,Salt 25Kgs_17008,Each,15,2,30,0,Completed
800073,2025-07-07 14:16:08,Al Zaman International Catering & Trading,Sun White Rice 20Kg_17003,Each,128,3,384,0,Completed
800073,2025-07-07 14:16:08,Al Zaman International Catering & Trading,Corn Flour Bag 25KG_17030,Each,90,1,90,0,Completed
800073,2025-07-07 14:16:08,Al Zaman International Catering & Trading,Frozen Mango Pulp 16x1Kg_18001,Each,105,2,210,0,Completed
800074,2025-07-07 14:52:05,Tredos Trading,Whole Peeled Tomatoes 6x2.5KG_21015,Each,90,3,270,0,Completed
800075,2025-07-10 13:06:37,Al Majed Marketing & Distribution,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,140,2,280,0,Completed
800075,2025-07-10 13:06:37,Al Majed Marketing & Distribution,Masoor Dal 15Kg_17007,Each,58,2,116,0,Completed
800075,2025-07-10 13:06:37,Al Majed Marketing & Distribution,Sona Masoori Rice 35 Kg_17004,Each,92,2,184,0,Completed
800076,2025-07-12 14:46:21,Al Zaman International Catering & Trading,Fish Fillet - 4 x 2.5 KG_18027,Each,73,2,146,0,Completed
800076,2025-07-12 14:46:21,Al Zaman International Catering & Trading,Topside Frozen Brazil_15000,Each,23,40,920,0,Completed
800076,2025-07-12 14:46:21,Al Zaman International Catering & Trading,Okra Zero 20x400g_18012,Each,90,1,90,0,Completed
800076,2025-07-12 14:46:21,Al Zaman International Catering & Trading,Sunflower oil 4x5Lit_21000,Each,112,6,672,0,Completed
800076,2025-07-12 14:46:21,Al Zaman International Catering & Trading,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,3,87,0,Completed
800076,2025-07-12 14:46:21,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,165,4,660,0,Completed
800077,2025-07-12 15:05:54,Tredos Trading,Breaded Chicken Nuggets 6x1KG_309,Each,90,2,180,0,Completed
800077,2025-07-12 15:05:54,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,2,280,0,Completed
800078,2025-07-12 15:15:56,Benina Food,Benina - Oyster Sauce 1.9L_20002,Each,18.5,2,37,0,Completed
800078,2025-07-12 15:15:56,Benina Food,Benina - Soy Sauce Original 1.86L_20001,Each,12.5,2,25,0,Completed
800078,2025-07-12 15:15:56,Benina Food,Benina - Sweet and Sour 1.9L_20003,Each,20,2,40,0,Completed
800079,2025-07-12 16:15:00,Verde W.l.l.,Chilled Beef Tenderlion_15004,KG,32,20,640,0,Completed
800079,2025-07-12 16:15:00,Verde W.l.l.,Philadelphia Cream Cheese 6.6KG_13004,Each,219,1,219,0,Completed
800080,2025-07-16 15:21:50,Tredos Trading,White Cheddar Slice 1x2.27KG_13006,Each,122.5,1,122.5,0,Completed
800080,2025-07-16 15:21:50,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,1,180,0,Completed
800080,2025-07-16 15:21:50,Tredos Trading,Yellow Cheddar Slice 1x2.27KG_13000,Each,122.5,1,122.5,0,Completed
800080,2025-07-16 15:21:50,Tredos Trading,Tomex Frozen Sweet Corn 4x2.5KG_18000,Each,95,1,95,0,Completed
800080,2025-07-16 15:21:50,Tredos Trading,Tomex Mix Vegetables 4x2.5KG_18011,Each,50,1,50,0,Completed
800081,2025-07-16 16:24:24,Ideal Qatar,"AOUN WHITE BURGHUL FINE 	4kg_17027",Each,22.8,4,91.2,0,Completed
800081,2025-07-16 16:24:24,Ideal Qatar,Happy Gardens Foul Medamas 400gr 1x24_21024,Each,2,24,48,0,Completed
800081,2025-07-16 16:24:24,Ideal Qatar,Aoun Sumac Powder 500 GR_17024,Each,25.89,3,77.67,0,Completed
800081,2025-07-16 16:24:24,Ideal Qatar,Aoun Garlic Powder 500GR 1x12_17021,Each,15.91,3,47.73,0,Completed
800081,2025-07-16 16:24:24,Ideal Qatar,SHP Cinnamon Stick_17028,Each,85,1,85,0,Completed
800081,2025-07-16 16:24:24,Ideal Qatar,Aoun Green Lentils 900 Gr 1x20_17022,Each,9.5,7,66.5,0,Completed
800081,2025-07-16 16:24:24,Ideal Qatar,Aoun Lime_17020,Each,10.2,5,51,0,Completed
800082,2025-07-20 13:05:31,Al Majed Marketing & Distribution,Masoor Dal 15Kg_17007,Each,58,3,174,0,Completed
800082,2025-07-20 13:05:31,Al Majed Marketing & Distribution,Sona Masoori Rice 35 Kg_17004,Each,92,2,184,0,Completed
800083,2025-07-20 13:59:54,Verde W.l.l.,Chilled Striploin Brazil_15006,Each,34,18,612,0,Completed
800083,2025-07-20 13:59:54,Verde W.l.l.,Frozen Tenderloin Brazil_15008,Each,51,18,918,0,Completed
800084,2025-07-21 17:25:02,Tredos Trading,Green Beans - Cut 4x2.5KG_18018,Each,60,1,60,0,Completed
800084,2025-07-21 17:25:02,Tredos Trading,Green Peas - Medium Fine 4x2.5KG_18014,Each,63,1,63,0,Completed
800084,2025-07-21 17:25:02,Tredos Trading,Beef Bacon Bits Toppings 6x1KG_18024,Each,170,1,170,0,Completed
800084,2025-07-21 17:25:02,Tredos Trading,Frozen Shredded Mozzarella_18019,Each,25,12,300,0,Completed
800085,2025-07-26 16:43:56,Tredos Trading,Fresh Eggs Grade A -_21010,Each,135,2,270,0,Completed
800085,2025-07-26 16:43:56,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,1,180,0,Completed
800085,2025-07-26 16:43:56,Tredos Trading,Barilla Penne Rigate 12x500gm_10015,Each,100,1,100,0,Completed
800085,2025-07-26 16:43:56,Tredos Trading,Barilla Spaghetti (No.5)_10016,Each,150,1,150,0,Completed
800085,2025-07-26 16:43:56,Tredos Trading,White Chunk Tuna in Sunflower Oil 6x1.8KG_21034,Each,230,1,230,0,Completed
800086,2025-07-26 17:45:58,Benina Food,Benina - Soy Sauce Original 1.86L_20001,Each,12.5,3,37.5,0,Completed
800086,2025-07-26 17:45:58,Benina Food,Benina Sesame Oil 1.86L_21002,Each,65,3,195,0,Completed
800086,2025-07-26 17:45:58,Benina Food,Benina - Sweet and Sour 1.9L_20003,Each,20,2,40,0,Completed
800086,2025-07-26 17:45:58,Benina Food,Benina - Oyster Sauce 1.9L_20002,Each,18.5,2,37,0,Completed
800087,2025-07-27 09:15:18,Al Zaman International Catering & Trading,Fish Fillet - 4 x 2.5 KG_18027,Each,75,1,75,0,Completed
800087,2025-07-27 09:15:18,Al Zaman International Catering & Trading,Topside Frozen Brazil_15000,Each,27,60,1620,0,Completed
800087,2025-07-27 09:15:18,Al Zaman International Catering & Trading,Chicken Breast Aurora 2kgx6_16012,Each,156,4,624,0,Completed
800087,2025-07-27 09:15:18,Al Zaman International Catering & Trading,Frozen Beef Tenderloin Brazil_15002,Each,49.25,20,985,0,Completed
800088,2025-07-27 09:56:42,Gulf Center,Frozen Whole Chicken 1100gms - Brazil_16000,Each,10.45,50,522.5,0,Completed
800088,2025-07-27 09:56:42,Gulf Center,Frozen Chicken 1200 Gm Brazil_16004,Each,11.4,20,228,0,Completed
800089,2025-07-27 17:50:41,Qnited Trading Company,SUGAR PASTE COLOR 1KG_19009,Each,16,4,64,0,Completed
800089,2025-07-27 17:50:41,Qnited Trading Company,Chocolate Sticks 1KG_19016,Each,27,4,108,0,Completed
800089,2025-07-27 17:50:41,Qnited Trading Company,WHITE SUGAR PASTE 1KG X 12PCS_19005,Each,180,1,180,0,Completed
800089,2025-07-27 17:50:41,Qnited Trading Company,SUGAR PASTE COLOR 1KG_19009,Each,16,4,64,0,Completed
800089,2025-07-27 17:50:41,Qnited Trading Company,COCOA POWDER 1KG_19012,Each,60,4,240,0,Completed
800089,2025-07-27 17:50:41,Qnited Trading Company,MILK COMPOUND BLOCKS 2.5KG_19014,Each,45,2,90,0,Completed
800089,2025-07-27 17:50:41,Qnited Trading Company,DARK COMPOUND BLOCKS 2.5KG_19015,Each,45,2,90,0,Completed
800089,2025-07-27 17:50:41,Qnited Trading Company,WHITE COMPOUND BLOCKS 2.5KG_19013,Each,45,2,90,0,Completed
800090,2025-07-28 17:00:07,Packon Trading,Aluminum Foil - 6pcs (1.5kg)_12021,Each,126,1,126,0,Completed
800090,2025-07-28 17:00:07,Packon Trading,Garbage Bag - 90*110 (12KG)_12000,Each,48,1,48,0,Completed
800090,2025-07-28 17:00:07,Packon Trading,M | W Plastic Container 250ml (500pcs)_12025,Each,63,1,63,0,Completed
